user_id,trainer_id,week_id,impressions,clicks,video_views,avg_watch_time,likes,label
406,352,1,5,0,0,0.28,0,0
406,542,1,5,3,3,0.95,2,1
406,766,1,4,3,3,0.82,1,1
406,781,1,5,1,1,0.78,0,1
406,753,1,1,0,1,0.21,0,0
407,880,1,1,0,0,0.23,0,0
407,451,1,5,0,2,0.32,1,0
407,823,1,3,1,1,0.61,0,1
407,975,1,5,1,1,0.83,0,1
407,216,1,5,0,2,0.05,0,0
407,905,1,5,2,2,0.81,2,1
407,69,1,3,1,1,0.97,0,1
408,262,1,3,1,1,0.66,1,1
408,327,1,1,0,1,0.37,0,0
408,362,1,4,1,1,0.87,0,1
408,424,1,1,0,1,0.24,0,0
408,586,1,3,0,2,0.41,0,0
409,627,1,3,1,1,0.84,0,1
409,383,1,3,2,2,0.79,0,1
409,592,1,3,0,1,0.09,1,0
409,521,1,3,1,1,0.73,0,1
410,713,1,3,0,0,0.22,0,0
410,211,1,2,0,0,0.48,0,0
410,467,1,2,2,2,0.92,1,1
410,797,1,5,2,2,0.73,0,1
410,395,1,2,1,1,0.88,0,1
410,849,1,1,0,0,0.23,0,0
411,914,1,5,0,1,0.14,0,0
411,694,1,4,1,1,0.74,0,1
411,330,1,3,1,1,0.66,1,1
411,310,1,2,0,0,0.21,0,0
411,396,1,1,0,0,0.17,0,0
411,486,1,4,2,2,0.92,0,1
411,866,1,3,0,0,0.02,0,0
412,581,1,3,0,1,0.16,0,0
412,21,1,4,1,1,0.69,0,1
412,587,1,4,1,1,0.75,0,1
412,361,1,4,1,1,0.77,0,1
413,145,1,1,0,0,0.17,0,0
413,417,1,5,1,1,0.64,0,1
413,691,1,5,1,1,0.92,0,1
413,364,1,2,0,2,0.42,2,0
413,638,1,3,1,1,0.84,0,1
413,332,1,2,0,0,0.41,0,0
413,698,1,5,5,5,0.95,0,1
414,518,1,4,3,3,0.69,0,1
414,473,1,3,3,3,0.92,3,1
414,391,1,5,0,0,0.31,0,0
415,154,1,3,1,1,0.73,0,1
415,176,1,2,2,2,0.73,1,1
415,635,1,5,1,1,0.66,1,1
415,202,1,2,0,0,0.33,0,0
415,22,1,3,2,2,0.84,1,1
416,959,1,1,0,0,0.5,0,0
416,714,1,4,0,0,0.37,0,0
416,812,1,2,0,0,0.18,0,0
416,659,1,3,1,1,0.82,0,1
416,14,1,5,2,2,0.96,0,1
416,362,1,2,0,0,0.23,0,0
416,334,1,3,1,1,0.91,0,1
416,569,1,1,0,0,0.41,0,0
416,508,1,2,1,1,0.7,0,1
416,480,1,3,0,1,0.49,1,0
417,811,1,2,1,1,0.87,0,1
417,390,1,3,1,1,0.64,0,1
417,770,1,4,0,3,0.12,0,0
417,686,1,3,1,1,0.97,1,1
418,803,1,3,1,1,0.71,0,1
418,951,1,3,0,1,0.41,1,0
418,705,1,5,3,3,0.88,0,1
418,458,1,3,1,1,0.81,0,1
418,586,1,4,1,1,0.69,0,1
419,157,1,1,1,1,0.8,1,1
419,981,1,4,3,3,0.88,0,1
419,22,1,1,0,0,0.2,0,0
419,271,1,5,2,2,0.86,0,1
419,392,1,5,3,3,0.65,2,1
419,490,1,5,1,1,0.76,1,1
419,89,1,1,1,1,0.84,0,1
419,576,1,4,2,2,0.88,0,1
420,183,1,2,1,1,0.77,0,1
420,211,1,5,2,2,0.69,0,1
420,122,1,1,0,0,0.1,0,0
420,741,1,4,3,3,0.84,0,1
420,925,1,5,1,1,0.91,1,1
420,912,1,3,1,1,0.65,0,1
420,705,1,4,0,1,0.36,0,0
421,457,1,1,0,0,0.49,0,0
421,174,1,2,1,1,0.98,0,1
421,342,1,2,2,2,0.97,1,1
421,120,1,2,0,0,0.21,0,0
421,185,1,3,1,1,0.94,1,1
421,491,1,4,3,3,0.69,1,1
421,22,1,5,0,0,0.03,0,0
422,565,1,4,1,1,0.96,1,1
422,401,1,2,0,0,0.26,0,0
422,165,1,3,1,1,0.94,0,1
423,987,1,2,1,1,0.88,0,1
423,841,1,1,1,1,0.77,0,1
423,948,1,4,2,2,0.7,1,1
423,862,1,3,0,2,0.26,0,0
423,454,1,2,0,0,0.37,0,0
423,386,1,3,0,1,0.25,0,0
423,244,1,1,1,1,0.61,0,1
423,927,1,1,0,0,0.49,0,0
423,989,1,4,2,2,0.64,1,1
424,502,1,3,0,2,0.33,1,0
424,295,1,2,1,1,0.83,1,1
424,792,1,2,0,1,0.14,0,0
424,714,1,5,0,1,0.33,0,0
425,890,1,2,1,1,0.97,0,1
425,226,1,4,1,1,0.7,0,1
425,932,1,1,0,0,0.46,0,0
425,465,1,2,0,2,0.48,2,0
425,408,1,5,2,2,0.86,0,1
425,202,1,4,3,3,0.89,0,1
425,527,1,4,1,1,0.75,1,1
426,437,1,4,1,1,0.66,1,1
426,370,1,4,1,1,0.78,0,1
426,672,1,4,1,1,0.75,1,1
426,427,1,4,1,1,0.82,0,1
426,575,1,1,1,1,0.89,0,1
426,971,1,1,0,1,0.08,1,0
426,819,1,5,1,1,0.81,0,1
427,657,1,2,2,2,0.91,1,1
427,464,1,3,0,1,0.34,0,0
427,766,1,1,1,1,0.92,0,1
427,420,1,3,1,1,0.63,1,1
428,458,1,5,1,1,0.67,1,1
428,650,1,2,1,1,0.92,0,1
428,1000,1,1,0,0,0.16,0,0
428,734,1,1,0,1,0.12,0,0
428,316,1,2,0,0,0.35,0,0
428,173,1,2,0,1,0.28,0,0
428,559,1,3,2,2,0.85,0,1
429,946,1,3,1,1,0.82,0,1
429,337,1,2,0,0,0.23,0,0
429,597,1,1,0,0,0.17,0,0
429,439,1,4,0,1,0.33,0,0
429,714,1,5,3,3,0.64,1,1
429,877,1,5,2,2,0.79,0,1
429,958,1,3,0,0,0.48,0,0
430,698,1,2,0,1,0.0,0,0
430,757,1,1,0,0,0.1,0,0
430,223,1,1,0,1,0.32,0,0
430,65,1,3,0,2,0.26,0,0
431,120,1,3,2,2,0.89,0,1
431,759,1,4,0,0,0.13,0,0
431,540,1,5,1,1,0.75,0,1
431,219,1,5,0,1,0.28,0,0
431,955,1,5,3,3,0.64,2,1
431,617,1,3,0,2,0.21,1,0
431,582,1,4,1,1,0.74,0,1
432,706,1,2,1,1,0.63,1,1
432,725,1,3,1,1,0.86,1,1
432,100,1,4,2,2,0.81,0,1
432,431,1,3,0,1,0.02,0,0
432,148,1,2,1,1,0.84,0,1
432,429,1,2,1,1,0.69,0,1
432,29,1,4,1,1,0.98,0,1
433,554,1,1,1,1,0.68,0,1
433,15,1,2,1,1,0.65,0,1
433,838,1,2,0,0,0.21,0,0
433,565,1,2,0,1,0.35,1,0
433,982,1,2,0,1,0.48,0,0
433,427,1,1,0,0,0.26,0,0
433,896,1,5,0,3,0.45,2,0
433,688,1,5,1,1,0.94,0,1
433,920,1,2,0,0,0.44,0,0
434,144,1,1,1,1,0.61,0,1
434,894,1,3,1,1,0.78,1,1
434,414,1,1,0,1,0.06,1,0
434,759,1,4,1,1,0.92,0,1
434,595,1,3,1,1,0.69,0,1
434,50,1,5,0,0,0.33,0,0
435,755,1,5,1,1,0.73,1,1
435,364,1,1,0,0,0.28,0,0
435,825,1,5,1,1,0.65,0,1
435,325,1,1,1,1,0.64,0,1
436,287,1,1,0,0,0.42,0,0
436,866,1,1,0,0,0.08,0,0
436,162,1,1,0,0,0.34,0,0
437,634,1,1,0,0,0.23,0,0
437,237,1,4,3,3,0.87,0,1
437,784,1,4,2,2,0.88,1,1
437,566,1,4,1,1,0.88,0,1
437,292,1,1,0,0,0.2,0,0
437,880,1,5,0,1,0.45,0,0
437,278,1,3,2,2,0.67,0,1
437,945,1,4,4,4,0.98,0,1
437,453,1,2,1,1,0.92,0,1
437,493,1,2,0,1,0.45,0,0
437,931,1,1,0,1,0.05,0,0
438,378,1,3,1,1,0.87,0,1
438,412,1,4,0,0,0.02,0,0
438,723,1,1,0,0,0.0,0,0
438,185,1,5,1,1,0.69,0,1
439,995,1,3,0,0,0.49,0,0
439,972,1,5,1,1,0.95,1,1
439,388,1,5,1,1,0.64,0,1
439,267,1,2,2,2,0.79,0,1
439,521,1,4,1,1,0.6,0,1
439,944,1,1,0,0,0.12,0,0
440,537,1,5,2,2,0.82,2,1
440,41,1,5,3,3,0.86,2,1
440,978,1,1,0,0,0.39,0,0
440,693,1,3,1,1,0.93,0,1
440,104,1,1,0,0,0.02,0,0
440,414,1,1,1,1,0.61,0,1
440,566,1,4,0,0,0.24,0,0
441,96,1,2,0,1,0.09,0,0
441,142,1,5,1,1,0.64,1,1
441,433,1,2,1,1,0.99,0,1
441,898,1,3,0,0,0.11,0,0
441,645,1,5,2,2,0.79,0,1
441,312,1,2,0,0,0.12,0,0
441,240,1,3,0,0,0.41,0,0
441,14,1,4,1,1,0.92,0,1
441,569,1,3,1,1,0.84,0,1
441,515,1,2,1,1,0.68,1,1
442,858,1,1,0,0,0.11,0,0
442,998,1,5,0,1,0.26,0,0
442,575,1,4,1,1,0.95,0,1
442,283,1,2,0,0,0.35,0,0
443,415,1,4,2,2,0.8,0,1
443,170,1,3,0,1,0.45,0,0
443,32,1,2,0,0,0.11,0,0
443,133,1,1,1,1,0.93,0,1
444,807,1,1,0,0,0.4,0,0
444,136,1,1,0,1,0.11,0,0
444,974,1,1,0,0,0.45,0,0
444,53,1,5,2,2,0.87,0,1
444,75,1,4,0,0,0.25,0,0
444,611,1,2,1,1,0.72,0,1
444,301,1,1,1,1,0.89,1,1
444,95,1,5,3,3,0.77,0,1
445,100,1,1,0,0,0.3,0,0
445,886,1,1,1,1,0.81,0,1
445,888,1,3,0,0,0.09,0,0
446,331,1,2,1,1,0.69,0,1
446,195,1,4,1,1,0.8,1,1
447,245,1,3,0,0,0.02,0,0
447,816,1,3,0,0,0.29,0,0
447,868,1,4,2,2,0.8,1,1
448,560,1,1,0,0,0.27,0,0
448,762,1,1,0,0,0.18,0,0
448,237,1,2,1,1,0.63,0,1
448,495,1,1,0,0,0.34,0,0
448,534,1,3,1,1,0.92,0,1
449,816,1,3,1,1,0.97,0,1
449,11,1,3,1,1,0.92,1,1
449,895,1,4,0,0,0.4,0,0
449,689,1,1,0,0,0.05,0,0
449,509,1,1,1,1,0.7,1,1
450,478,1,1,0,0,0.02,0,0
450,889,1,1,1,1,0.87,0,1
450,53,1,2,1,1,0.72,0,1
450,618,1,2,0,1,0.28,1,0
450,844,1,3,1,1,0.91,0,1
450,313,1,3,0,0,0.43,0,0
451,903,1,4,2,2,0.87,0,1
451,268,1,5,0,0,0.27,0,0
451,730,1,3,1,1,0.92,0,1
451,939,1,1,1,1,0.93,0,1
451,316,1,3,1,1,0.6,0,1
452,392,1,3,3,3,0.94,0,1
452,49,1,2,1,1,0.69,0,1
452,304,1,1,0,1,0.24,1,0
453,681,1,4,1,1,0.97,0,1
453,678,1,4,0,0,0.49,0,0
453,316,1,4,2,2,0.85,1,1
454,852,1,3,2,2,0.67,0,1
454,263,1,4,1,1,0.7,0,1
455,70,1,4,0,0,0.14,0,0
455,946,1,4,1,1,0.64,0,1
455,640,1,2,0,1,0.05,1,0
455,193,1,1,0,1,0.11,0,0
456,510,1,2,0,0,0.23,0,0
456,136,1,1,1,1,0.89,1,1
456,661,1,2,0,1,0.18,1,0
456,891,1,1,0,1,0.15,0,0
456,438,1,4,1,1,0.66,1,1
456,178,1,5,0,1,0.26,1,0
457,700,1,4,0,1,0.41,0,0
457,979,1,5,0,2,0.12,1,0
457,571,1,4,1,1,0.69,0,1
457,943,1,2,1,1,0.98,1,1
457,335,1,5,0,1,0.3,0,0
458,356,1,4,1,1,0.66,0,1
458,540,1,3,1,1,0.73,0,1
458,125,1,5,1,1,0.98,1,1
458,40,1,1,0,0,0.14,0,0
458,904,1,2,1,1,0.71,0,1
459,446,1,4,1,1,0.97,0,1
459,62,1,4,3,3,0.83,1,1
459,658,1,1,1,1,0.8,0,1
459,422,1,4,0,1,0.29,0,0
460,931,1,4,0,1,0.38,0,0
460,757,1,1,1,1,0.79,1,1
460,74,1,1,1,1,1.0,0,1
460,947,1,3,1,1,0.81,0,1
460,398,1,3,1,1,0.73,0,1
460,154,1,1,0,0,0.05,0,0
461,790,1,5,0,0,0.31,0,0
461,322,1,5,1,1,0.79,1,1
462,399,1,5,1,1,0.73,0,1
462,563,1,2,0,1,0.29,1,0
462,34,1,3,1,1,0.66,0,1
462,678,1,5,2,2,0.64,0,1
462,510,1,5,0,1,0.39,1,0
463,687,1,5,0,0,0.24,0,0
463,285,1,1,0,0,0.14,0,0
463,992,1,4,0,1,0.26,1,0
464,120,1,2,1,1,0.64,0,1
464,725,1,4,1,1,0.69,1,1
464,429,1,3,1,1,0.71,0,1
464,289,1,4,1,1,0.6,0,1
464,595,1,2,2,2,0.78,0,1
465,574,1,5,2,2,0.84,2,1
465,982,1,5,1,1,0.99,1,1
465,274,1,1,0,0,0.41,0,0
465,500,1,1,1,1,0.95,1,1
465,561,1,2,1,1,0.7,1,1
466,252,1,5,0,0,0.07,0,0
466,540,1,4,2,2,0.89,0,1
466,554,1,4,0,0,0.27,0,0
466,39,1,2,0,1,0.12,1,0
466,497,1,1,0,0,0.15,0,0
466,248,1,4,0,0,0.46,0,0
466,649,1,3,2,2,0.82,0,1
467,202,1,2,2,2,0.63,2,1
467,570,1,3,0,0,0.38,0,0
467,750,1,3,2,2,0.75,0,1
467,552,1,1,0,0,0.24,0,0
467,952,1,5,1,1,0.65,0,1
468,261,1,2,0,2,0.43,0,0
468,354,1,5,0,1,0.18,1,0
468,51,1,4,1,1,0.84,0,1
468,526,1,4,0,2,0.25,0,0
468,976,1,2,0,0,0.4,0,0
468,860,1,1,0,0,0.32,0,0
469,828,1,4,0,1,0.18,0,0
469,192,1,4,1,1,0.72,0,1
469,154,1,5,0,0,0.24,0,0
469,411,1,4,0,2,0.3,1,0
469,811,1,1,0,0,0.01,0,0
469,947,1,4,2,2,0.7,0,1
469,458,1,4,0,1,0.02,0,0
469,43,1,3,0,1,0.4,0,0
470,785,1,1,0,0,0.04,0,0
470,280,1,4,1,1,0.89,0,1
470,837,1,1,0,0,0.16,0,0
470,45,1,1,0,0,0.1,0,0
470,265,1,4,1,1,0.68,0,1
470,415,1,4,0,1,0.21,1,0
471,890,1,1,1,1,0.83,0,1
471,60,1,5,3,3,0.98,3,1
472,743,1,5,1,1,0.82,0,1
472,485,1,1,0,0,0.4,0,0
472,798,1,1,0,0,0.49,0,0
472,886,1,5,0,2,0.4,0,0
473,913,1,5,0,2,0.35,0,0
473,50,1,3,1,1,0.61,1,1
473,231,1,5,2,2,0.77,0,1
473,584,1,5,1,1,0.83,0,1
474,552,1,2,0,1,0.38,0,0
474,84,1,4,1,1,0.9,0,1
474,886,1,3,0,1,0.1,0,0
474,103,1,3,0,0,0.38,0,0
474,963,1,1,1,1,0.92,1,1
474,679,1,2,1,1,0.92,0,1
475,251,1,4,3,3,0.96,1,1
475,797,1,3,2,2,0.83,1,1
476,744,1,5,0,0,0.32,0,0
476,191,1,5,1,1,0.81,1,1
476,61,1,5,1,1,0.67,0,1
476,43,1,4,0,1,0.03,0,0
476,481,1,3,1,1,0.73,0,1
477,328,1,4,2,2,0.98,1,1
477,241,1,1,1,1,0.77,0,1
478,542,1,1,1,1,0.97,1,1
478,349,1,2,0,0,0.06,0,0
478,386,1,1,0,0,0.5,0,0
478,487,1,3,1,1,0.67,0,1
478,701,1,3,0,2,0.05,1,0
479,76,1,3,1,1,0.89,1,1
479,415,1,5,3,3,0.94,1,1
480,399,1,5,2,2,0.72,0,1
480,813,1,3,3,3,0.93,1,1
480,673,1,1,1,1,0.95,1,1
480,230,1,1,1,1,0.79,0,1
480,588,1,2,1,1,0.8,0,1
480,849,1,4,1,1,0.96,0,1
480,21,1,2,0,1,0.09,0,0
480,238,1,4,1,1,0.92,0,1
481,987,1,1,0,0,0.26,0,0
481,110,1,3,0,0,0.44,0,0
481,981,1,5,0,0,0.19,0,0
481,705,1,2,1,1,0.77,0,1
482,371,1,2,1,1,0.65,0,1
482,902,1,1,0,1,0.23,0,0
482,880,1,4,1,1,0.9,0,1
482,63,1,2,0,0,0.34,0,0
483,223,1,4,0,0,0.34,0,0
483,359,1,2,0,1,0.45,0,0
483,390,1,3,2,2,0.8,1,1
483,973,1,1,0,0,0.07,0,0
483,128,1,4,0,0,0.11,0,0
484,306,1,1,0,0,0.49,0,0
484,454,1,5,1,1,0.87,0,1
484,111,1,1,0,0,0.38,0,0
484,880,1,4,4,4,0.63,1,1
484,131,1,4,2,2,0.87,0,1
484,151,1,5,5,5,0.81,2,1
484,122,1,5,1,1,0.62,1,1
484,748,1,2,1,1,0.78,0,1
485,65,1,4,0,0,0.09,0,0
485,712,1,1,0,0,0.07,0,0
485,547,1,5,1,1,0.62,0,1
485,128,1,1,0,0,0.48,0,0
486,40,1,5,1,1,0.74,0,1
486,660,1,4,1,1,0.7,0,1
486,56,1,5,2,2,0.9,1,1
486,168,1,4,0,1,0.34,0,0
486,337,1,5,1,1,0.87,1,1
487,442,1,2,2,2,0.83,2,1
487,481,1,5,4,4,0.94,2,1
487,256,1,2,1,1,0.89,0,1
488,839,1,2,1,1,0.68,0,1
488,426,1,1,0,0,0.1,0,0
488,210,1,4,2,2,0.88,1,1
489,651,1,5,4,4,0.72,0,1
489,77,1,5,1,1,0.81,0,1
489,839,1,3,0,1,0.33,0,0
489,932,1,5,0,1,0.43,0,0
489,310,1,4,3,3,0.81,2,1
489,611,1,4,2,2,0.82,0,1
489,127,1,5,3,3,0.7,0,1
490,269,1,2,1,1,0.72,0,1
490,167,1,3,0,1,0.03,1,0
490,290,1,4,1,1,0.9,0,1
491,100,1,3,0,1,0.19,1,0
491,681,1,3,1,1,0.87,0,1
491,618,1,4,0,2,0.09,1,0
491,957,1,2,0,0,0.04,0,0
491,634,1,2,1,1,0.73,1,1
491,662,1,4,0,0,0.17,0,0
491,933,1,5,2,2,0.71,0,1
492,311,1,5,2,2,0.87,0,1
492,773,1,3,2,2,0.67,1,1
492,954,1,5,2,2,0.96,1,1
492,260,1,3,2,2,0.84,0,1
492,86,1,5,2,2,0.97,0,1
493,722,1,2,0,0,0.43,0,0
493,697,1,2,0,0,0.16,0,0
493,233,1,2,0,0,0.27,0,0
493,855,1,5,1,1,0.93,1,1
493,267,1,3,0,0,0.0,0,0
493,351,1,3,1,1,0.89,1,1
494,294,1,2,0,2,0.19,1,0
494,395,1,2,1,1,0.97,0,1
494,408,1,5,1,1,0.61,0,1
494,619,1,5,0,0,0.28,0,0
494,503,1,3,0,1,0.5,0,0
494,625,1,1,0,0,0.01,0,0
495,912,1,3,2,2,0.67,2,1
495,846,1,5,0,2,0.49,1,0
495,221,1,4,1,1,0.79,0,1
495,633,1,5,2,2,1.0,0,1
495,860,1,5,3,3,0.94,1,1
495,156,1,4,0,1,0.03,0,0
495,688,1,5,2,2,0.7,0,1
496,964,1,3,0,1,0.46,0,0
496,300,1,4,1,1,0.66,0,1
496,644,1,1,1,1,0.91,0,1
496,998,1,5,1,1,0.98,0,1
496,77,1,1,0,0,0.18,0,0
496,958,1,1,1,1,0.7,0,1
497,810,1,4,2,2,0.98,0,1
497,360,1,2,1,1,0.92,0,1
497,516,1,1,0,0,0.32,0,0
497,27,1,1,0,0,0.46,0,0
497,592,1,2,1,1,0.78,0,1
497,159,1,3,1,1,0.98,1,1
498,706,1,2,1,1,0.82,0,1
498,450,1,3,1,1,0.79,0,1
498,196,1,3,1,1,0.75,1,1
499,35,1,2,0,1,0.44,0,0
499,452,1,1,0,1,0.43,0,0
499,139,1,3,2,2,0.71,2,1
499,529,1,2,1,1,0.73,1,1
499,580,1,5,1,1,0.95,0,1
499,918,1,1,0,0,0.19,0,0
500,286,1,3,2,2,0.74,2,1
500,63,1,4,2,2,0.84,1,1
1,587,2,1,0,0,0.0,0,0
1,666,2,5,3,3,0.63,1,1
1,810,2,5,3,3,0.85,2,1
1,257,2,2,0,1,0.13,0,0
2,442,2,5,1,1,0.95,1,1
2,908,2,4,1,1,0.79,1,1
2,67,2,2,1,1,0.84,1,1
3,492,2,5,3,3,0.94,2,1
4,579,2,3,0,2,0.48,0,0
4,371,2,1,0,0,0.47,0,0
4,235,2,4,3,3,0.8,1,1
4,121,2,4,1,1,0.62,0,1
4,241,2,4,0,2,0.02,1,0
4,201,2,3,0,0,0.41,0,0
4,182,2,5,1,1,0.7,0,1
4,427,2,1,0,0,0.26,0,0
5,251,2,1,0,0,0.14,0,0
5,55,2,3,0,1,0.45,0,0
5,869,2,2,0,2,0.1,0,0
5,671,2,5,0,2,0.04,0,0
5,797,2,4,1,1,1.0,0,1
6,631,2,2,0,1,0.38,0,0
6,347,2,3,1,1,0.86,1,1
6,833,2,5,0,1,0.42,0,0
6,294,2,5,1,1,0.96,0,1
7,112,2,5,0,2,0.43,0,0
7,905,2,2,0,0,0.03,0,0
7,433,2,2,0,2,0.02,0,0
7,311,2,3,1,1,0.87,1,1
7,391,2,4,1,1,0.98,0,1
7,511,2,2,0,0,0.42,0,0
8,431,2,1,0,0,0.49,0,0
8,348,2,2,1,1,0.69,1,1
8,404,2,2,0,1,0.15,0,0
8,755,2,5,2,2,0.63,1,1
9,460,2,1,0,0,0.16,0,0
9,257,2,4,1,1,0.62,0,1
9,619,2,1,0,0,0.18,0,0
9,457,2,4,0,0,0.25,0,0
9,341,2,3,0,0,0.33,0,0
10,525,2,5,3,3,0.78,2,1
10,787,2,3,1,1,0.84,0,1
10,990,2,2,0,0,0.45,0,0
11,116,2,2,2,2,0.78,1,1
11,13,2,5,2,2,0.83,2,1
11,291,2,3,1,1,0.73,0,1
11,374,2,1,0,0,0.37,0,0
11,453,2,3,2,2,0.79,0,1
11,114,2,4,0,1,0.28,0,0
12,740,2,2,0,1,0.26,0,0
12,992,2,1,0,0,0.15,0,0
12,520,2,2,1,1,0.86,0,1
12,587,2,3,0,0,0.46,0,0
12,697,2,5,3,3,0.85,1,1
12,441,2,1,1,1,0.69,0,1
12,540,2,5,2,2,0.79,0,1
12,218,2,3,1,1,0.89,0,1
12,187,2,4,1,1,0.84,0,1
13,625,2,5,1,1,0.68,1,1
13,75,2,5,3,3,1.0,2,1
13,806,2,3,0,2,0.35,1,0
13,488,2,1,0,0,0.07,0,0
13,385,2,3,1,1,0.84,0,1
13,419,2,5,1,1,0.82,0,1
13,850,2,2,1,1,0.64,0,1
13,260,2,2,0,0,0.08,0,0
14,435,2,5,1,1,0.68,1,1
14,651,2,1,0,0,0.08,0,0
14,27,2,5,2,2,0.64,0,1
14,634,2,2,1,1,0.9,0,1
14,504,2,4,0,2,0.3,0,0
14,643,2,5,2,2,0.61,1,1
14,805,2,5,1,1,0.91,1,1
14,928,2,4,0,0,0.23,0,0
15,22,2,1,1,1,0.86,1,1
15,679,2,3,0,2,0.26,0,0
16,254,2,2,0,0,0.05,0,0
16,976,2,2,2,2,0.87,0,1
16,164,2,3,0,1,0.43,1,0
16,680,2,3,1,1,0.73,1,1
16,235,2,3,0,1,0.18,0,0
17,530,2,3,1,1,0.66,1,1
17,817,2,2,0,0,0.02,0,0
17,659,2,5,1,1,0.85,1,1
18,566,2,5,1,1,0.99,0,1
18,557,2,4,0,1,0.36,0,0
18,316,2,5,1,1,0.99,0,1
18,643,2,1,0,1,0.06,0,0
19,538,2,1,0,0,0.0,0,0
19,875,2,3,1,1,0.61,0,1
19,679,2,4,1,1,0.69,1,1
19,402,2,2,1,1,0.91,0,1
19,528,2,5,1,1,0.67,1,1
20,276,2,5,0,1,0.05,0,0
20,286,2,2,0,1,0.07,0,0
21,790,2,1,0,1,0.16,0,0
21,856,2,3,1,1,0.85,1,1
21,95,2,4,1,1,0.88,0,1
21,528,2,1,0,1,0.07,0,0
22,806,2,4,1,1,0.98,0,1
22,648,2,3,1,1,0.63,0,1
22,258,2,5,0,0,0.45,0,0
22,472,2,3,0,1,0.08,0,0
22,619,2,1,0,0,0.13,0,0
23,706,2,5,0,1,0.41,1,0
23,432,2,3,0,1,0.09,1,0
23,473,2,5,2,2,0.89,1,1
23,266,2,5,2,2,0.62,1,1
23,306,2,4,2,2,0.82,1,1
24,225,2,4,1,1,0.81,1,1
24,808,2,1,1,1,0.78,0,1
24,840,2,3,0,0,0.06,0,0
24,344,2,2,1,1,0.8,1,1
24,52,2,3,1,1,0.94,0,1
24,147,2,5,3,3,0.79,2,1
24,990,2,1,0,0,0.4,0,0
24,89,2,1,0,0,0.14,0,0
24,729,2,2,0,0,0.11,0,0
25,245,2,5,0,2,0.29,0,0
25,723,2,5,3,3,0.65,1,1
25,47,2,1,0,1,0.09,0,0
25,709,2,1,0,0,0.4,0,0
26,961,2,2,2,2,0.61,0,1
26,728,2,2,1,1,0.92,0,1
26,928,2,4,0,0,0.38,0,0
26,900,2,1,0,0,0.06,0,0
26,255,2,2,0,1,0.34,0,0
26,943,2,5,0,2,0.5,2,0
26,545,2,4,0,2,0.27,1,0
27,237,2,1,1,1,0.72,0,1
27,466,2,2,1,1,0.64,1,1
27,397,2,1,0,0,0.03,0,0
27,495,2,4,1,1,0.8,1,1
27,119,2,3,1,1,0.98,0,1
27,424,2,1,0,0,0.46,0,0
28,653,2,1,1,1,0.89,0,1
28,916,2,1,1,1,0.7,0,1
28,618,2,1,0,0,0.46,0,0
29,88,2,2,0,0,0.13,0,0
29,64,2,3,1,1,0.74,0,1
29,1000,2,5,1,1,0.68,1,1
29,517,2,1,0,0,0.38,0,0
29,873,2,5,1,1,0.94,0,1
30,930,2,2,0,0,0.28,0,0
30,742,2,3,0,1,0.02,0,0
30,868,2,4,1,1,0.84,0,1
31,256,2,4,1,1,0.87,0,1
31,241,2,4,1,1,0.98,0,1
31,201,2,4,0,0,0.38,0,0
31,588,2,4,1,1,0.73,0,1
31,60,2,3,0,0,0.01,0,0
31,687,2,1,0,0,0.32,0,0
31,189,2,4,1,1,0.68,0,1
31,701,2,1,0,0,0.06,0,0
31,204,2,5,1,1,0.82,1,1
31,976,2,1,1,1,0.9,0,1
31,462,2,5,2,2,0.62,1,1
32,236,2,1,0,0,0.18,0,0
32,516,2,5,1,1,0.78,1,1
32,362,2,1,0,0,0.5,0,0
32,336,2,1,1,1,0.81,1,1
32,844,2,3,2,2,0.81,1,1
32,737,2,5,1,1,0.93,0,1
33,723,2,1,0,0,0.18,0,0
33,900,2,3,2,2,0.96,0,1
33,344,2,3,0,0,0.31,0,0
33,372,2,5,2,2,0.92,0,1
33,892,2,1,1,1,0.9,0,1
33,302,2,3,1,1,0.61,1,1
33,148,2,4,0,0,0.44,0,0
34,984,2,4,1,1,0.77,0,1
34,506,2,4,1,1,0.86,0,1
34,248,2,1,1,1,0.68,1,1
34,520,2,4,2,2,0.83,1,1
34,516,2,2,0,0,0.35,0,0
34,522,2,5,0,1,0.1,1,0
35,938,2,2,0,1,0.0,0,0
35,926,2,2,0,1,0.08,0,0
35,231,2,4,0,1,0.25,1,0
36,781,2,5,0,1,0.23,0,0
36,271,2,3,0,0,0.29,0,0
36,216,2,2,0,0,0.09,0,0
36,365,2,3,1,1,0.61,0,1
36,106,2,3,1,1,0.97,1,1
36,642,2,1,0,1,0.33,0,0
37,441,2,5,2,2,0.74,1,1
37,609,2,5,1,1,0.98,0,1
37,549,2,2,0,0,0.26,0,0
37,583,2,1,0,0,0.07,0,0
37,919,2,1,0,0,0.34,0,0
37,475,2,1,0,1,0.12,0,0
38,122,2,5,2,2,0.87,0,1
38,980,2,5,1,1,0.97,0,1
38,722,2,4,0,0,0.18,0,0
38,160,2,5,2,2,0.66,1,1
38,420,2,5,0,2,0.03,2,0
38,215,2,1,0,0,0.31,0,0
39,784,2,3,2,2,0.72,0,1
39,350,2,2,0,0,0.43,0,0
39,527,2,3,0,1,0.46,1,0
39,204,2,2,1,1,0.7,0,1
40,224,2,4,1,1,0.68,1,1
